MatrixName,nrows,ncols,nnz,rowMean,rowStd,rowMin,rowMax,rowPRatio,rowTop1,rowTop2,rowTop3,rowTop4,rowTop5,rowTop10,rowTop50,rowTop100,rowTop200,rowTop300,rowHot10,rowHot20,rowHot30,rowHot40,rowHot50,rowHot60,rowHot70,rowHot80,rowHot90,colMean,colStd,colMin,colMax,colPRatio,colTop1,colTop2,colTop3,colTop4,colTop5,colTop10,colTop50,colTop100,colTop200,colTop300,colHot10,colHot20,colHot30,colHot40,colHot50,colHot60,colHot70,colHot80,colHot90,Best col_frac,Best hot_frac
adder_dcop_25,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_26,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_27,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_28,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_29,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_30,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_31,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_32,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_33,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_34,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_35,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_36,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_37,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_38,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_39,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_40,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_41,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_42,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_43,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_44,1813,1813,11245,6.20243,30.7772,1,1310,1310,211.208,16.1227,5.64295,2.09595,2.09595,1.93473,1.45104,1.28982,1.28982,1.12859,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20243,33.3889,1,1332,1332,214.755,71.4237,29.5046,20.7983,10.641,4.19191,2.41841,1.45104,1.12859,1.12859,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_45,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_46,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_47,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_48,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_49,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_50,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_51,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_52,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_53,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_54,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_55,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_56,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_57,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_58,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_59,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_60,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_61,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_62,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_63,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_64,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_65,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_66,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_67,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_68,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_dcop_69,1813,1813,11246,6.20298,30.7771,1,1310,1310,211.189,16.1213,5.64245,2.09577,2.09577,1.93455,1.45092,1.2897,1.2897,1.12849,0.000551572,0.0501931,0.127965,0.211252,0.300607,0.403751,0.507998,0.632101,0.785438,6.20298,33.3889,1,1332,1332,214.736,71.4173,29.502,20.7965,10.64,4.19153,2.41819,1.45092,1.12849,1.12849,0.000551572,0.003861,0.042471,0.11914,0.214562,0.317705,0.436845,0.569222,0.751241,0,0
adder_trans_01,1814,1814,14579,8.03693,33.6749,1,1335,1335,166.108,58.9777,24.6363,16.1753,8.33651,3.35949,2.11523,1.49311,1.11983,0.995404,0.00110254,0.0192944,0.0832415,0.176957,0.277839,0.37817,0.491731,0.624587,0.783903,8.03693,33.6749,1,1335,1335,166.108,58.9777,24.6363,16.1753,8.33651,3.35949,2.11523,1.49311,1.11983,0.995404,0.00110254,0.0192944,0.0832415,0.176957,0.277839,0.37817,0.491731,0.624587,0.783903,0,0
adder_trans_02,1814,1814,14579,8.03693,33.6749,1,1335,1335,166.108,58.9777,24.6363,16.1753,8.33651,3.35949,2.11523,1.49311,1.11983,0.995404,0.00110254,0.0192944,0.0832415,0.176957,0.277839,0.37817,0.491731,0.624587,0.783903,8.03693,33.6749,1,1335,1335,166.108,58.9777,24.6363,16.1753,8.33651,3.35949,2.11523,1.49311,1.11983,0.995404,0.00110254,0.0192944,0.0832415,0.176957,0.277839,0.37817,0.491731,0.624587,0.783903,0,0
af_0_k101,503625,503625,17550675,34.8487,1.25658,15,35,2.33333,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,0.0995681,0.199136,0.298704,0.398273,0.497839,0.597407,0.696975,0.796543,0.896111,34.8487,1.25658,15,35,2.33333,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,0.0995681,0.199136,0.298704,0.398273,0.497839,0.597407,0.696975,0.796543,0.896111,0,0
af_1_k101,503625,503625,17550675,34.8487,1.25658,15,35,2.33333,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,0.0995681,0.199136,0.298704,0.398273,0.497839,0.597407,0.696975,0.796543,0.896111,34.8487,1.25658,15,35,2.33333,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,0.0995681,0.199136,0.298704,0.398273,0.497839,0.597407,0.696975,0.796543,0.896111,0,0
af_2_k101,503625,503625,17550675,34.8487,1.25658,15,35,2.33333,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,0.0995681,0.199136,0.298704,0.398273,0.497839,0.597407,0.696975,0.796543,0.896111,34.8487,1.25658,15,35,2.33333,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,0.0995681,0.199136,0.298704,0.398273,0.497839,0.597407,0.696975,0.796543,0.896111,0,0
af_3_k101,503625,503625,17550675,34.8487,1.25658,15,35,2.33333,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,0.0995681,0.199136,0.298704,0.398273,0.497839,0.597407,0.696975,0.796543,0.896111,34.8487,1.25658,15,35,2.33333,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,0.0995681,0.199136,0.298704,0.398273,0.497839,0.597407,0.696975,0.796543,0.896111,0,0
af_4_k101,503625,503625,17550675,34.8487,1.25658,15,35,2.33333,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,0.0995681,0.199136,0.298704,0.398273,0.497839,0.597407,0.696975,0.796543,0.896111,34.8487,1.25658,15,35,2.33333,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,0.0995681,0.199136,0.298704,0.398273,0.497839,0.597407,0.696975,0.796543,0.896111,0,0
af_5_k101,503625,503625,17550675,34.8487,1.25658,15,35,2.33333,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,0.0995681,0.199136,0.298704,0.398273,0.497839,0.597407,0.696975,0.796543,0.896111,34.8487,1.25658,15,35,2.33333,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,1.00434,0.0995681,0.199136,0.298704,0.398273,0.497839,0.597407,0.696975,0.796543,0.896111,0,0
af_shell1,504855,504855,17588875,34.8395,1.27522,20,40,2,1.14812,1.14812,1.14812,1.14812,1.14812,1.14812,1.14812,1.14812,1.14812,1.14812,0.0993315,0.198873,0.298414,0.397956,0.497497,0.597039,0.69658,0.79612,0.895661,34.8395,1.27522,20,40,2,1.14812,1.14812,1.14812,1.14812,1.14812,1.14812,1.14812,1.14812,1.14812,1.14812,0.0993315,0.198873,0.298414,0.397956,0.497497,0.597039,0.69658,0.79612,0.895661,0,0
